timestamp_utc,price_eur_per_mwh,timestamp_europe_berlin,delivery_date
2024-04-13T13:00:00Z,-49.91,2024-04-13T15:00:00+02:00,2024-04-13
2024-04-13T14:00:00Z,-19.16,2024-04-13T16:00:00+02:00,2024-04-13
2024-04-13T15:00:00Z,-0.16,2024-04-13T17:00:00+02:00,2024-04-13
2024-04-13T16:00:00Z,39.91,2024-04-13T18:00:00+02:00,2024-04-13
2024-04-13T17:00:00Z,73.44,2024-04-13T19:00:00+02:00,2024-04-13
2024-04-13T18:00:00Z,65.78,2024-04-13T20:00:00+02:00,2024-04-13
2024-04-13T19:00:00Z,39.35,2024-04-13T21:00:00+02:00,2024-04-13
2024-04-13T20:00:00Z,21.11,2024-04-13T22:00:00+02:00,2024-04-13
2024-04-13T21:00:00Z,7.05,2024-04-13T23:00:00+02:00,2024-04-13
2024-04-13T22:00:00Z,0.43,2024-04-14T00:00:00+02:00,2024-04-14
2024-04-13T23:00:00Z,0.83,2024-04-14T01:00:00+02:00,2024-04-14
2024-04-14T00:00:00Z,0.93,2024-04-14T02:00:00+02:00,2024-04-14
2024-04-14T01:00:00Z,1.13,2024-04-14T03:00:00+02:00,2024-04-14
2024-04-14T02:00:00Z,2.34,2024-04-14T04:00:00+02:00,2024-04-14
2024-04-14T03:00:00Z,5.95,2024-04-14T05:00:00+02:00,2024-04-14
2024-04-14T04:00:00Z,12.86,2024-04-14T06:00:00+02:00,2024-04-14
2024-04-14T05:00:00Z,13.0,2024-04-14T07:00:00+02:00,2024-04-14
2024-04-14T06:00:00Z,7.41,2024-04-14T08:00:00+02:00,2024-04-14
2024-04-14T07:00:00Z,0.0,2024-04-14T09:00:00+02:00,2024-04-14
2024-04-14T08:00:00Z,-2.37,2024-04-14T10:00:00+02:00,2024-04-14
2024-04-14T09:00:00Z,-12.17,2024-04-14T11:00:00+02:00,2024-04-14
2024-04-14T10:00:00Z,-42.27,2024-04-14T12:00:00+02:00,2024-04-14
2024-04-14T11:00:00Z,-60.05,2024-04-14T13:00:00+02:00,2024-04-14
2024-04-14T12:00:00Z,-60.07,2024-04-14T14:00:00+02:00,2024-04-14
2024-04-14T13:00:00Z,-40.05,2024-04-14T15:00:00+02:00,2024-04-14
2024-04-14T14:00:00Z,-6.25,2024-04-14T16:00:00+02:00,2024-04-14
2024-04-14T15:00:00Z,1.57,2024-04-14T17:00:00+02:00,2024-04-14
2024-04-14T16:00:00Z,67.23,2024-04-14T18:00:00+02:00,2024-04-14
2024-04-14T17:00:00Z,87.8,2024-04-14T19:00:00+02:00,2024-04-14
2024-04-14T18:00:00Z,119.91,2024-04-14T20:00:00+02:00,2024-04-14
2024-04-14T19:00:00Z,112.61,2024-04-14T21:00:00+02:00,2024-04-14
2024-04-14T20:00:00Z,103.95,2024-04-14T22:00:00+02:00,2024-04-14
2024-04-14T21:00:00Z,87.24,2024-04-14T23:00:00+02:00,2024-04-14
2024-04-14T22:00:00Z,81.96,2024-04-15T00:00:00+02:00,2024-04-15
2024-04-14T23:00:00Z,81.26,2024-04-15T01:00:00+02:00,2024-04-15
2024-04-15T00:00:00Z,77.54,2024-04-15T02:00:00+02:00,2024-04-15
2024-04-15T01:00:00Z,78.18,2024-04-15T03:00:00+02:00,2024-04-15
2024-04-15T02:00:00Z,75.23,2024-04-15T04:00:00+02:00,2024-04-15
2024-04-15T03:00:00Z,86.74,2024-04-15T05:00:00+02:00,2024-04-15
2024-04-15T04:00:00Z,115.73,2024-04-15T06:00:00+02:00,2024-04-15
2024-04-15T05:00:00Z,169.15,2024-04-15T07:00:00+02:00,2024-04-15
2024-04-15T06:00:00Z,153.24,2024-04-15T08:00:00+02:00,2024-04-15
2024-04-15T07:00:00Z,91.56,2024-04-15T09:00:00+02:00,2024-04-15
2024-04-15T08:00:00Z,80.55,2024-04-15T10:00:00+02:00,2024-04-15
2024-04-15T09:00:00Z,63.15,2024-04-15T11:00:00+02:00,2024-04-15
2024-04-15T10:00:00Z,44.15,2024-04-15T12:00:00+02:00,2024-04-15
2024-04-15T11:00:00Z,31.74,2024-04-15T13:00:00+02:00,2024-04-15
2024-04-15T12:00:00Z,12.96,2024-04-15T14:00:00+02:00,2024-04-15
2024-04-15T13:00:00Z,7.8,2024-04-15T15:00:00+02:00,2024-04-15
2024-04-15T14:00:00Z,7.99,2024-04-15T16:00:00+02:00,2024-04-15
2024-04-15T15:00:00Z,46.3,2024-04-15T17:00:00+02:00,2024-04-15
2024-04-15T16:00:00Z,69.2,2024-04-15T18:00:00+02:00,2024-04-15
2024-04-15T17:00:00Z,78.92,2024-04-15T19:00:00+02:00,2024-04-15
2024-04-15T18:00:00Z,77.02,2024-04-15T20:00:00+02:00,2024-04-15
2024-04-15T19:00:00Z,66.31,2024-04-15T21:00:00+02:00,2024-04-15
2024-04-15T20:00:00Z,53.77,2024-04-15T22:00:00+02:00,2024-04-15
2024-04-15T21:00:00Z,34.17,2024-04-15T23:00:00+02:00,2024-04-15
2024-04-15T22:00:00Z,2.02,2024-04-16T00:00:00+02:00,2024-04-16
2024-04-15T23:00:00Z,0.04,2024-04-16T01:00:00+02:00,2024-04-16
2024-04-16T00:00:00Z,0.14,2024-04-16T02:00:00+02:00,2024-04-16
2024-04-16T01:00:00Z,0.73,2024-04-16T03:00:00+02:00,2024-04-16
2024-04-16T02:00:00Z,17.47,2024-04-16T04:00:00+02:00,2024-04-16
2024-04-16T03:00:00Z,36.22,2024-04-16T05:00:00+02:00,2024-04-16
2024-04-16T04:00:00Z,63.14,2024-04-16T06:00:00+02:00,2024-04-16
2024-04-16T05:00:00Z,74.26,2024-04-16T07:00:00+02:00,2024-04-16
2024-04-16T06:00:00Z,74.26,2024-04-16T08:00:00+02:00,2024-04-16
2024-04-16T07:00:00Z,64.81,2024-04-16T09:00:00+02:00,2024-04-16
2024-04-16T08:00:00Z,51.03,2024-04-16T10:00:00+02:00,2024-04-16
2024-04-16T09:00:00Z,42.64,2024-04-16T11:00:00+02:00,2024-04-16
2024-04-16T10:00:00Z,40.0,2024-04-16T12:00:00+02:00,2024-04-16
2024-04-16T11:00:00Z,40.22,2024-04-16T13:00:00+02:00,2024-04-16
2024-04-16T12:00:00Z,42.08,2024-04-16T14:00:00+02:00,2024-04-16
2024-04-16T13:00:00Z,48.53,2024-04-16T15:00:00+02:00,2024-04-16
2024-04-16T14:00:00Z,62.84,2024-04-16T16:00:00+02:00,2024-04-16
2024-04-16T15:00:00Z,79.67,2024-04-16T17:00:00+02:00,2024-04-16
2024-04-16T16:00:00Z,92.92,2024-04-16T18:00:00+02:00,2024-04-16
2024-04-16T17:00:00Z,113.99,2024-04-16T19:00:00+02:00,2024-04-16
2024-04-16T18:00:00Z,124.52,2024-04-16T20:00:00+02:00,2024-04-16
2024-04-16T19:00:00Z,104.46,2024-04-16T21:00:00+02:00,2024-04-16
2024-04-16T20:00:00Z,90.1,2024-04-16T22:00:00+02:00,2024-04-16
2024-04-16T21:00:00Z,84.1,2024-04-16T23:00:00+02:00,2024-04-16
2024-04-16T22:00:00Z,83.84,2024-04-17T00:00:00+02:00,2024-04-17
2024-04-16T23:00:00Z,83.84,2024-04-17T01:00:00+02:00,2024-04-17
2024-04-17T00:00:00Z,81.35,2024-04-17T02:00:00+02:00,2024-04-17
2024-04-17T01:00:00Z,82.4,2024-04-17T03:00:00+02:00,2024-04-17
2024-04-17T02:00:00Z,82.96,2024-04-17T04:00:00+02:00,2024-04-17
2024-04-17T03:00:00Z,83.73,2024-04-17T05:00:00+02:00,2024-04-17
2024-04-17T04:00:00Z,109.39,2024-04-17T06:00:00+02:00,2024-04-17
2024-04-17T05:00:00Z,169.97,2024-04-17T07:00:00+02:00,2024-04-17
2024-04-17T06:00:00Z,155.17,2024-04-17T08:00:00+02:00,2024-04-17
2024-04-17T07:00:00Z,104.62,2024-04-17T09:00:00+02:00,2024-04-17
2024-04-17T08:00:00Z,83.9,2024-04-17T10:00:00+02:00,2024-04-17
2024-04-17T09:00:00Z,79.9,2024-04-17T11:00:00+02:00,2024-04-17
2024-04-17T10:00:00Z,82.98,2024-04-17T12:00:00+02:00,2024-04-17
2024-04-17T11:00:00Z,80.82,2024-04-17T13:00:00+02:00,2024-04-17
2024-04-17T12:00:00Z,77.71,2024-04-17T14:00:00+02:00,2024-04-17
2024-04-17T13:00:00Z,77.03,2024-04-17T15:00:00+02:00,2024-04-17
2024-04-17T14:00:00Z,80.0,2024-04-17T16:00:00+02:00,2024-04-17
2024-04-17T15:00:00Z,86.9,2024-04-17T17:00:00+02:00,2024-04-17
2024-04-17T16:00:00Z,114.97,2024-04-17T18:00:00+02:00,2024-04-17
2024-04-17T17:00:00Z,159.92,2024-04-17T19:00:00+02:00,2024-04-17
2024-04-17T18:00:00Z,169.9,2024-04-17T20:00:00+02:00,2024-04-17
2024-04-17T19:00:00Z,130.06,2024-04-17T21:00:00+02:00,2024-04-17
2024-04-17T20:00:00Z,99.04,2024-04-17T22:00:00+02:00,2024-04-17
2024-04-17T21:00:00Z,87.81,2024-04-17T23:00:00+02:00,2024-04-17
2024-04-17T22:00:00Z,91.83,2024-04-18T00:00:00+02:00,2024-04-18
2024-04-17T23:00:00Z,87.42,2024-04-18T01:00:00+02:00,2024-04-18
2024-04-18T00:00:00Z,88.53,2024-04-18T02:00:00+02:00,2024-04-18
2024-04-18T01:00:00Z,87.76,2024-04-18T03:00:00+02:00,2024-04-18
2024-04-18T02:00:00Z,89.61,2024-04-18T04:00:00+02:00,2024-04-18
2024-04-18T03:00:00Z,93.47,2024-04-18T05:00:00+02:00,2024-04-18
2024-04-18T04:00:00Z,121.88,2024-04-18T06:00:00+02:00,2024-04-18
2024-04-18T05:00:00Z,155.8,2024-04-18T07:00:00+02:00,2024-04-18
2024-04-18T06:00:00Z,131.19,2024-04-18T08:00:00+02:00,2024-04-18
2024-04-18T07:00:00Z,101.12,2024-04-18T09:00:00+02:00,2024-04-18
2024-04-18T08:00:00Z,90.21,2024-04-18T10:00:00+02:00,2024-04-18
2024-04-18T09:00:00Z,83.87,2024-04-18T11:00:00+02:00,2024-04-18
2024-04-18T10:00:00Z,80.64,2024-04-18T12:00:00+02:00,2024-04-18
2024-04-18T11:00:00Z,77.2,2024-04-18T13:00:00+02:00,2024-04-18
2024-04-18T12:00:00Z,73.01,2024-04-18T14:00:00+02:00,2024-04-18
2024-04-18T13:00:00Z,70.7,2024-04-18T15:00:00+02:00,2024-04-18
2024-04-18T14:00:00Z,70.88,2024-04-18T16:00:00+02:00,2024-04-18
2024-04-18T15:00:00Z,81.33,2024-04-18T17:00:00+02:00,2024-04-18
2024-04-18T16:00:00Z,94.03,2024-04-18T18:00:00+02:00,2024-04-18
2024-04-18T17:00:00Z,125.24,2024-04-18T19:00:00+02:00,2024-04-18
2024-04-18T18:00:00Z,128.83,2024-04-18T20:00:00+02:00,2024-04-18
2024-04-18T19:00:00Z,105.92,2024-04-18T21:00:00+02:00,2024-04-18
2024-04-18T20:00:00Z,89.89,2024-04-18T22:00:00+02:00,2024-04-18
2024-04-18T21:00:00Z,79.37,2024-04-18T23:00:00+02:00,2024-04-18
2024-04-18T22:00:00Z,77.21,2024-04-19T00:00:00+02:00,2024-04-19
2024-04-18T23:00:00Z,60.83,2024-04-19T01:00:00+02:00,2024-04-19
2024-04-19T00:00:00Z,50.53,2024-04-19T02:00:00+02:00,2024-04-19
2024-04-19T01:00:00Z,49.47,2024-04-19T03:00:00+02:00,2024-04-19
2024-04-19T02:00:00Z,47.97,2024-04-19T04:00:00+02:00,2024-04-19
2024-04-19T03:00:00Z,49.08,2024-04-19T05:00:00+02:00,2024-04-19
2024-04-19T04:00:00Z,60.12,2024-04-19T06:00:00+02:00,2024-04-19
2024-04-19T05:00:00Z,69.04,2024-04-19T07:00:00+02:00,2024-04-19
2024-04-19T06:00:00Z,76.0,2024-04-19T08:00:00+02:00,2024-04-19
2024-04-19T07:00:00Z,68.3,2024-04-19T09:00:00+02:00,2024-04-19
2024-04-19T08:00:00Z,60.2,2024-04-19T10:00:00+02:00,2024-04-19
2024-04-19T09:00:00Z,56.08,2024-04-19T11:00:00+02:00,2024-04-19
2024-04-19T10:00:00Z,50.91,2024-04-19T12:00:00+02:00,2024-04-19
2024-04-19T11:00:00Z,47.0,2024-04-19T13:00:00+02:00,2024-04-19
2024-04-19T12:00:00Z,44.94,2024-04-19T14:00:00+02:00,2024-04-19
2024-04-19T13:00:00Z,44.56,2024-04-19T15:00:00+02:00,2024-04-19
2024-04-19T14:00:00Z,50.91,2024-04-19T16:00:00+02:00,2024-04-19
2024-04-19T15:00:00Z,58.77,2024-04-19T17:00:00+02:00,2024-04-19
2024-04-19T16:00:00Z,63.49,2024-04-19T18:00:00+02:00,2024-04-19
2024-04-19T17:00:00Z,65.32,2024-04-19T19:00:00+02:00,2024-04-19
2024-04-19T18:00:00Z,66.28,2024-04-19T20:00:00+02:00,2024-04-19
2024-04-19T19:00:00Z,66.2,2024-04-19T21:00:00+02:00,2024-04-19
2024-04-19T20:00:00Z,65.27,2024-04-19T22:00:00+02:00,2024-04-19
2024-04-19T21:00:00Z,63.15,2024-04-19T23:00:00+02:00,2024-04-19
2024-04-19T22:00:00Z,60.24,2024-04-20T00:00:00+02:00,2024-04-20
2024-04-19T23:00:00Z,57.97,2024-04-20T01:00:00+02:00,2024-04-20
2024-04-20T00:00:00Z,57.33,2024-04-20T02:00:00+02:00,2024-04-20
2024-04-20T01:00:00Z,57.75,2024-04-20T03:00:00+02:00,2024-04-20
2024-04-20T02:00:00Z,61.04,2024-04-20T04:00:00+02:00,2024-04-20
2024-04-20T03:00:00Z,62.83,2024-04-20T05:00:00+02:00,2024-04-20
2024-04-20T04:00:00Z,63.92,2024-04-20T06:00:00+02:00,2024-04-20
2024-04-20T05:00:00Z,67.98,2024-04-20T07:00:00+02:00,2024-04-20
2024-04-20T06:00:00Z,65.04,2024-04-20T08:00:00+02:00,2024-04-20
2024-04-20T07:00:00Z,59.9,2024-04-20T09:00:00+02:00,2024-04-20
2024-04-20T08:00:00Z,50.05,2024-04-20T10:00:00+02:00,2024-04-20
2024-04-20T09:00:00Z,38.43,2024-04-20T11:00:00+02:00,2024-04-20
2024-04-20T10:00:00Z,28.97,2024-04-20T12:00:00+02:00,2024-04-20
2024-04-20T11:00:00Z,12.33,2024-04-20T13:00:00+02:00,2024-04-20
2024-04-20T12:00:00Z,10.55,2024-04-20T14:00:00+02:00,2024-04-20
2024-04-20T13:00:00Z,18.33,2024-04-20T15:00:00+02:00,2024-04-20
2024-04-20T14:00:00Z,37.41,2024-04-20T16:00:00+02:00,2024-04-20
2024-04-20T15:00:00Z,62.83,2024-04-20T17:00:00+02:00,2024-04-20
2024-04-20T16:00:00Z,78.9,2024-04-20T18:00:00+02:00,2024-04-20
2024-04-20T17:00:00Z,89.61,2024-04-20T19:00:00+02:00,2024-04-20
2024-04-20T18:00:00Z,97.04,2024-04-20T20:00:00+02:00,2024-04-20
2024-04-20T19:00:00Z,90.31,2024-04-20T21:00:00+02:00,2024-04-20
2024-04-20T20:00:00Z,86.07,2024-04-20T22:00:00+02:00,2024-04-20
2024-04-20T21:00:00Z,82.9,2024-04-20T23:00:00+02:00,2024-04-20
2024-04-20T22:00:00Z,81.85,2024-04-21T00:00:00+02:00,2024-04-21
2024-04-20T23:00:00Z,70.59,2024-04-21T01:00:00+02:00,2024-04-21
2024-04-21T00:00:00Z,69.53,2024-04-21T02:00:00+02:00,2024-04-21
2024-04-21T01:00:00Z,64.4,2024-04-21T03:00:00+02:00,2024-04-21
2024-04-21T02:00:00Z,63.88,2024-04-21T04:00:00+02:00,2024-04-21
2024-04-21T03:00:00Z,63.62,2024-04-21T05:00:00+02:00,2024-04-21
2024-04-21T04:00:00Z,64.43,2024-04-21T06:00:00+02:00,2024-04-21
2024-04-21T05:00:00Z,60.53,2024-04-21T07:00:00+02:00,2024-04-21
2024-04-21T06:00:00Z,60.88,2024-04-21T08:00:00+02:00,2024-04-21
2024-04-21T07:00:00Z,55.38,2024-04-21T09:00:00+02:00,2024-04-21
2024-04-21T08:00:00Z,32.99,2024-04-21T10:00:00+02:00,2024-04-21
2024-04-21T09:00:00Z,36.96,2024-04-21T11:00:00+02:00,2024-04-21
2024-04-21T10:00:00Z,6.06,2024-04-21T12:00:00+02:00,2024-04-21
2024-04-21T11:00:00Z,0.28,2024-04-21T13:00:00+02:00,2024-04-21
2024-04-21T12:00:00Z,-0.9,2024-04-21T14:00:00+02:00,2024-04-21
2024-04-21T13:00:00Z,0.75,2024-04-21T15:00:00+02:00,2024-04-21
2024-04-21T14:00:00Z,6.01,2024-04-21T16:00:00+02:00,2024-04-21
2024-04-21T15:00:00Z,58.22,2024-04-21T17:00:00+02:00,2024-04-21
2024-04-21T16:00:00Z,74.6,2024-04-21T18:00:00+02:00,2024-04-21
2024-04-21T17:00:00Z,89.36,2024-04-21T19:00:00+02:00,2024-04-21
2024-04-21T18:00:00Z,95.26,2024-04-21T20:00:00+02:00,2024-04-21
2024-04-21T19:00:00Z,91.07,2024-04-21T21:00:00+02:00,2024-04-21
2024-04-21T20:00:00Z,89.41,2024-04-21T22:00:00+02:00,2024-04-21
2024-04-21T21:00:00Z,88.46,2024-04-21T23:00:00+02:00,2024-04-21
2024-04-21T22:00:00Z,78.97,2024-04-22T00:00:00+02:00,2024-04-22
2024-04-21T23:00:00Z,78.05,2024-04-22T01:00:00+02:00,2024-04-22
2024-04-22T00:00:00Z,78.44,2024-04-22T02:00:00+02:00,2024-04-22
2024-04-22T01:00:00Z,79.92,2024-04-22T03:00:00+02:00,2024-04-22
2024-04-22T02:00:00Z,79.79,2024-04-22T04:00:00+02:00,2024-04-22
2024-04-22T03:00:00Z,87.5,2024-04-22T05:00:00+02:00,2024-04-22
2024-04-22T04:00:00Z,105.9,2024-04-22T06:00:00+02:00,2024-04-22
2024-04-22T05:00:00Z,130.79,2024-04-22T07:00:00+02:00,2024-04-22
2024-04-22T06:00:00Z,117.46,2024-04-22T08:00:00+02:00,2024-04-22
2024-04-22T07:00:00Z,97.05,2024-04-22T09:00:00+02:00,2024-04-22
2024-04-22T08:00:00Z,81.86,2024-04-22T10:00:00+02:00,2024-04-22
2024-04-22T09:00:00Z,81.24,2024-04-22T11:00:00+02:00,2024-04-22
2024-04-22T10:00:00Z,77.05,2024-04-22T12:00:00+02:00,2024-04-22
2024-04-22T11:00:00Z,73.67,2024-04-22T13:00:00+02:00,2024-04-22
2024-04-22T12:00:00Z,74.17,2024-04-22T14:00:00+02:00,2024-04-22
2024-04-22T13:00:00Z,78.48,2024-04-22T15:00:00+02:00,2024-04-22
2024-04-22T14:00:00Z,81.57,2024-04-22T16:00:00+02:00,2024-04-22
2024-04-22T15:00:00Z,96.79,2024-04-22T17:00:00+02:00,2024-04-22
2024-04-22T16:00:00Z,118.2,2024-04-22T18:00:00+02:00,2024-04-22
2024-04-22T17:00:00Z,164.05,2024-04-22T19:00:00+02:00,2024-04-22
2024-04-22T18:00:00Z,170.96,2024-04-22T20:00:00+02:00,2024-04-22
2024-04-22T19:00:00Z,130.05,2024-04-22T21:00:00+02:00,2024-04-22
2024-04-22T20:00:00Z,105.77,2024-04-22T22:00:00+02:00,2024-04-22
2024-04-22T21:00:00Z,96.99,2024-04-22T23:00:00+02:00,2024-04-22
2024-04-22T22:00:00Z,88.32,2024-04-23T00:00:00+02:00,2024-04-23
2024-04-22T23:00:00Z,86.69,2024-04-23T01:00:00+02:00,2024-04-23
2024-04-23T00:00:00Z,85.95,2024-04-23T02:00:00+02:00,2024-04-23
2024-04-23T01:00:00Z,85.42,2024-04-23T03:00:00+02:00,2024-04-23
2024-04-23T02:00:00Z,86.35,2024-04-23T04:00:00+02:00,2024-04-23
2024-04-23T03:00:00Z,97.69,2024-04-23T05:00:00+02:00,2024-04-23
2024-04-23T04:00:00Z,121.4,2024-04-23T06:00:00+02:00,2024-04-23
2024-04-23T05:00:00Z,181.26,2024-04-23T07:00:00+02:00,2024-04-23
2024-04-23T06:00:00Z,136.28,2024-04-23T08:00:00+02:00,2024-04-23
2024-04-23T07:00:00Z,98.38,2024-04-23T09:00:00+02:00,2024-04-23
2024-04-23T08:00:00Z,82.87,2024-04-23T10:00:00+02:00,2024-04-23
2024-04-23T09:00:00Z,77.26,2024-04-23T11:00:00+02:00,2024-04-23
2024-04-23T10:00:00Z,77.46,2024-04-23T12:00:00+02:00,2024-04-23
2024-04-23T11:00:00Z,79.38,2024-04-23T13:00:00+02:00,2024-04-23
2024-04-23T12:00:00Z,78.62,2024-04-23T14:00:00+02:00,2024-04-23
2024-04-23T13:00:00Z,80.02,2024-04-23T15:00:00+02:00,2024-04-23
2024-04-23T14:00:00Z,83.02,2024-04-23T16:00:00+02:00,2024-04-23
2024-04-23T15:00:00Z,89.97,2024-04-23T17:00:00+02:00,2024-04-23
2024-04-23T16:00:00Z,102.4,2024-04-23T18:00:00+02:00,2024-04-23
2024-04-23T17:00:00Z,123.01,2024-04-23T19:00:00+02:00,2024-04-23
2024-04-23T18:00:00Z,125.07,2024-04-23T20:00:00+02:00,2024-04-23
2024-04-23T19:00:00Z,105.1,2024-04-23T21:00:00+02:00,2024-04-23
2024-04-23T20:00:00Z,92.73,2024-04-23T22:00:00+02:00,2024-04-23
2024-04-23T21:00:00Z,81.55,2024-04-23T23:00:00+02:00,2024-04-23
2024-04-23T22:00:00Z,81.8,2024-04-24T00:00:00+02:00,2024-04-24
2024-04-23T23:00:00Z,77.97,2024-04-24T01:00:00+02:00,2024-04-24
2024-04-24T00:00:00Z,77.16,2024-04-24T02:00:00+02:00,2024-04-24
2024-04-24T01:00:00Z,74.86,2024-04-24T03:00:00+02:00,2024-04-24
2024-04-24T02:00:00Z,77.37,2024-04-24T04:00:00+02:00,2024-04-24
2024-04-24T03:00:00Z,81.83,2024-04-24T05:00:00+02:00,2024-04-24
2024-04-24T04:00:00Z,101.66,2024-04-24T06:00:00+02:00,2024-04-24
2024-04-24T05:00:00Z,128.17,2024-04-24T07:00:00+02:00,2024-04-24
2024-04-24T06:00:00Z,107.07,2024-04-24T08:00:00+02:00,2024-04-24
2024-04-24T07:00:00Z,91.81,2024-04-24T09:00:00+02:00,2024-04-24
2024-04-24T08:00:00Z,90.74,2024-04-24T10:00:00+02:00,2024-04-24
2024-04-24T09:00:00Z,88.35,2024-04-24T11:00:00+02:00,2024-04-24
2024-04-24T10:00:00Z,82.6,2024-04-24T12:00:00+02:00,2024-04-24
2024-04-24T11:00:00Z,80.09,2024-04-24T13:00:00+02:00,2024-04-24
2024-04-24T12:00:00Z,76.53,2024-04-24T14:00:00+02:00,2024-04-24
2024-04-24T13:00:00Z,80.71,2024-04-24T15:00:00+02:00,2024-04-24
2024-04-24T14:00:00Z,81.12,2024-04-24T16:00:00+02:00,2024-04-24
2024-04-24T15:00:00Z,86.6,2024-04-24T17:00:00+02:00,2024-04-24
2024-04-24T16:00:00Z,101.54,2024-04-24T18:00:00+02:00,2024-04-24
2024-04-24T17:00:00Z,135.2,2024-04-24T19:00:00+02:00,2024-04-24
2024-04-24T18:00:00Z,143.44,2024-04-24T20:00:00+02:00,2024-04-24
2024-04-24T19:00:00Z,121.16,2024-04-24T21:00:00+02:00,2024-04-24
2024-04-24T20:00:00Z,105.31,2024-04-24T22:00:00+02:00,2024-04-24
2024-04-24T21:00:00Z,90.21,2024-04-24T23:00:00+02:00,2024-04-24
2024-04-24T22:00:00Z,83.5,2024-04-25T00:00:00+02:00,2024-04-25
2024-04-24T23:00:00Z,80.0,2024-04-25T01:00:00+02:00,2024-04-25
2024-04-25T00:00:00Z,77.37,2024-04-25T02:00:00+02:00,2024-04-25
2024-04-25T01:00:00Z,76.05,2024-04-25T03:00:00+02:00,2024-04-25
2024-04-25T02:00:00Z,75.24,2024-04-25T04:00:00+02:00,2024-04-25
2024-04-25T03:00:00Z,84.02,2024-04-25T05:00:00+02:00,2024-04-25
2024-04-25T04:00:00Z,102.44,2024-04-25T06:00:00+02:00,2024-04-25
2024-04-25T05:00:00Z,129.05,2024-04-25T07:00:00+02:00,2024-04-25
2024-04-25T06:00:00Z,112.71,2024-04-25T08:00:00+02:00,2024-04-25
2024-04-25T07:00:00Z,92.1,2024-04-25T09:00:00+02:00,2024-04-25
2024-04-25T08:00:00Z,80.01,2024-04-25T10:00:00+02:00,2024-04-25
2024-04-25T09:00:00Z,78.2,2024-04-25T11:00:00+02:00,2024-04-25
2024-04-25T10:00:00Z,73.92,2024-04-25T12:00:00+02:00,2024-04-25
2024-04-25T11:00:00Z,68.67,2024-04-25T13:00:00+02:00,2024-04-25
2024-04-25T12:00:00Z,66.41,2024-04-25T14:00:00+02:00,2024-04-25
2024-04-25T13:00:00Z,69.32,2024-04-25T15:00:00+02:00,2024-04-25
2024-04-25T14:00:00Z,72.81,2024-04-25T16:00:00+02:00,2024-04-25
2024-04-25T15:00:00Z,79.88,2024-04-25T17:00:00+02:00,2024-04-25
2024-04-25T16:00:00Z,95.17,2024-04-25T18:00:00+02:00,2024-04-25
2024-04-25T17:00:00Z,141.09,2024-04-25T19:00:00+02:00,2024-04-25
2024-04-25T18:00:00Z,152.29,2024-04-25T20:00:00+02:00,2024-04-25
2024-04-25T19:00:00Z,113.71,2024-04-25T21:00:00+02:00,2024-04-25
2024-04-25T20:00:00Z,91.35,2024-04-25T22:00:00+02:00,2024-04-25
2024-04-25T21:00:00Z,79.74,2024-04-25T23:00:00+02:00,2024-04-25
2024-04-25T22:00:00Z,79.87,2024-04-26T00:00:00+02:00,2024-04-26
2024-04-25T23:00:00Z,74.0,2024-04-26T01:00:00+02:00,2024-04-26
2024-04-26T00:00:00Z,74.7,2024-04-26T02:00:00+02:00,2024-04-26
2024-04-26T01:00:00Z,74.07,2024-04-26T03:00:00+02:00,2024-04-26
2024-04-26T02:00:00Z,77.1,2024-04-26T04:00:00+02:00,2024-04-26
2024-04-26T03:00:00Z,83.69,2024-04-26T05:00:00+02:00,2024-04-26
2024-04-26T04:00:00Z,93.5,2024-04-26T06:00:00+02:00,2024-04-26
2024-04-26T05:00:00Z,104.06,2024-04-26T07:00:00+02:00,2024-04-26
2024-04-26T06:00:00Z,96.06,2024-04-26T08:00:00+02:00,2024-04-26
2024-04-26T07:00:00Z,81.08,2024-04-26T09:00:00+02:00,2024-04-26
2024-04-26T08:00:00Z,77.81,2024-04-26T10:00:00+02:00,2024-04-26
2024-04-26T09:00:00Z,72.95,2024-04-26T11:00:00+02:00,2024-04-26
2024-04-26T10:00:00Z,70.35,2024-04-26T12:00:00+02:00,2024-04-26
2024-04-26T11:00:00Z,68.74,2024-04-26T13:00:00+02:00,2024-04-26
2024-04-26T12:00:00Z,65.37,2024-04-26T14:00:00+02:00,2024-04-26
2024-04-26T13:00:00Z,69.92,2024-04-26T15:00:00+02:00,2024-04-26
2024-04-26T14:00:00Z,71.7,2024-04-26T16:00:00+02:00,2024-04-26
2024-04-26T15:00:00Z,80.46,2024-04-26T17:00:00+02:00,2024-04-26
2024-04-26T16:00:00Z,94.78,2024-04-26T18:00:00+02:00,2024-04-26
2024-04-26T17:00:00Z,131.9,2024-04-26T19:00:00+02:00,2024-04-26
2024-04-26T18:00:00Z,141.58,2024-04-26T20:00:00+02:00,2024-04-26
2024-04-26T19:00:00Z,110.0,2024-04-26T21:00:00+02:00,2024-04-26
2024-04-26T20:00:00Z,92.71,2024-04-26T22:00:00+02:00,2024-04-26
2024-04-26T21:00:00Z,88.26,2024-04-26T23:00:00+02:00,2024-04-26
2024-04-26T22:00:00Z,90.29,2024-04-27T00:00:00+02:00,2024-04-27
2024-04-26T23:00:00Z,88.9,2024-04-27T01:00:00+02:00,2024-04-27
2024-04-27T00:00:00Z,86.59,2024-04-27T02:00:00+02:00,2024-04-27
